First Section Series Number,Second Section Series Number,Last Section Series Number,Section Serial Number,Full Section Designation,Cut from Universal Beams,Cut from Universal Columns,Mass Per Metre (kg/m),Leg Length [h] (mm),Depth of Section [h] (mm),Width of Section [b] (mm),Leg Thickness [t] (mm),Web Thickness [tw] (mm),Flange Thickness [tf] (mm),Root Radius [r1] (mm),Toe Radius [r2] (mm),Depth between Fillets [d] (mm),Ratio for local Buckling [d/t],Ratio for Local Web Buckling [cw/tw] (mm),Ratio for Local Flange Buckling [cf/tf] (mm),Shear Centre from Web Centreline [e0] (cm),Centre of Gravity X-direction (cm),Centre of Gravity y-direction (cm),End Clearance [C] (mm),Dimension for Detailing Notch [N] (mm),Dimension for Detailing Notch [n] (mm),Surface Area per Metre (m2),Surface Area per Tonne (m2),Second Moment of Area yy axis Major [cm4],Second Moment of Area zz axis Minor [cm4],Second Moment of Area uu axis  [cm4],Second Moment of Area vv axis Minor [cm4],Radius of Gyration yy axis Major [cm],Radius of Gyration zz axis Minor [cm],Radius of Gyration uu axis Major [cm],Radius of Gyration vv axis Minor [cm],Elastic Modulus yy axis Major [cm3],Elastic Modulus zz axis Minor [cm3],Elastic Modulus Flange yy axis Major [cm3],Elastic Modulus Toe yy axis Major [cm3],Elastic Modulus Toe zz axis Minor [cm3],Plastic Modulus yy axis Major [cm3],Plastic Modulus zz axis Minor [cm3],Angle Axis yy to Axis uu Tanα,Buckling Parameter (U),Torsional Index (X),Warping Constant (Iw) [dm6],Warping Constant (Iw) [cm6],Torsional Constant (IT) [cm4],Torsional Constant (Wt) [cm3],Equivalent Slenderness Coefficient (ϕa),Equivalent Slenderness Coefficient Min.  (ϕa),Equivalent Slenderness Coefficient Max.  (ϕa),Mono-symmetry Index (ψa),Mono-symmetry Index (ψ),Area of Section [cm2]
219.1,8.0,N/A,219.1,219.1 x 8.0,N/A,N/A,41.6,N/A,219.1,219.1,N/A,8.0,8.0,N/A,N/A,N/A,27.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,16.5,2960,2960,N/A,N/A,7.47,7.47,N/A,N/A,270,270,N/A,N/A,N/A,357,357,N/A,N/A,N/A,N/A,N/A,5920,540,N/A,N/A,N/A,N/A,N/A,53.1
219.1,10.0,N/A,219.1,219.1 x 10.0,N/A,N/A,51.6,N/A,219.1,219.1,N/A,10.0,10.0,N/A,N/A,N/A,21.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,13.3,3600,3600,N/A,N/A,7.40,7.40,N/A,N/A,328,328,N/A,N/A,N/A,438,438,N/A,N/A,N/A,N/A,N/A,7200,657,N/A,N/A,N/A,N/A,N/A,65.7
219.1,12.0,N/A,219.1,219.1 x 12.0,N/A,N/A,61.3,N/A,219.1,219.1,N/A,12.0,12.0,N/A,N/A,N/A,18.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,11.2,4200,4200,N/A,N/A,7.33,7.33,N/A,N/A,383,383,N/A,N/A,N/A,515,515,N/A,N/A,N/A,N/A,N/A,8400,767,N/A,N/A,N/A,N/A,N/A,78.1
219.1,12.5,N/A,219.1,219.1 x 12.5,N/A,N/A,63.7,N/A,219.1,219.1,N/A,12.5,12.5,N/A,N/A,N/A,17.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,10.8,4340,4340,N/A,N/A,7.32,7.32,N/A,N/A,397,397,N/A,N/A,N/A,534,534,N/A,N/A,N/A,N/A,N/A,8690,793,N/A,N/A,N/A,N/A,N/A,81.1
219.1,16.0,N/A,219.1,219.1 x 16.0,N/A,N/A,80.1,N/A,219.1,219.1,N/A,16.0,16.0,N/A,N/A,N/A,13.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,8.59,5300,5300,N/A,N/A,7.20,7.20,N/A,N/A,483,483,N/A,N/A,N/A,661,661,N/A,N/A,N/A,N/A,N/A,10600,967,N/A,N/A,N/A,N/A,N/A,102
244.5,5.0,N/A,244.5,244.5 x 5.0,N/A,N/A,29.5,N/A,244.5,244.5,N/A,5.0,5.0,N/A,N/A,N/A,48.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.768,26.0,2700,2700,N/A,N/A,8.47,8.47,N/A,N/A,221,221,N/A,N/A,N/A,287,287,N/A,N/A,N/A,N/A,N/A,5400,441,N/A,N/A,N/A,N/A,N/A,37.6
244.5,6.0,N/A,244.5,244.5 x 6.0,N/A,N/A,35.3,N/A,244.5,244.5,N/A,6.0,6.0,N/A,N/A,N/A,40.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.768,21.8,3200,3200,N/A,N/A,8.43,8.43,N/A,N/A,262,262,N/A,N/A,N/A,341,341,N/A,N/A,N/A,N/A,N/A,6400,523,N/A,N/A,N/A,N/A,N/A,45.0
244.5,6.3,N/A,244.5,244.5 x 6.3,N/A,N/A,37.0,N/A,244.5,244.5,N/A,6.3,6.3,N/A,N/A,N/A,38.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.768,20.8,3350,3350,N/A,N/A,8.42,8.42,N/A,N/A,274,274,N/A,N/A,N/A,358,358,N/A,N/A,N/A,N/A,N/A,6690,547,N/A,N/A,N/A,N/A,N/A,47.1
244.5,8.0,N/A,244.5,244.5 x 8.0,N/A,N/A,46.7,N/A,244.5,244.5,N/A,8.0,8.0,N/A,N/A,N/A,30.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.768,16.4,4160,4160,N/A,N/A,8.37,8.37,N/A,N/A,340,340,N/A,N/A,N/A,448,448,N/A,N/A,N/A,N/A,N/A,8320,681,N/A,N/A,N/A,N/A,N/A,59.4
244.5,10.0,N/A,244.5,244.5 x 10.0,N/A,N/A,57.8,N/A,244.5,244.5,N/A,10.0,10.0,N/A,N/A,N/A,24.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.768,13.3,5070,5070,N/A,N/A,8.30,8.30,N/A,N/A,415,415,N/A,N/A,N/A,550,550,N/A,N/A,N/A,N/A,N/A,10100,830,N/A,N/A,N/A,N/A,N/A,73.7
244.5,12.0,N/A,244.5,244.5 x 12.0,N/A,N/A,68.8,N/A,244.5,244.5,N/A,12.0,12.0,N/A,N/A,N/A,20.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.768,11.2,5940,5940,N/A,N/A,8.23,8.23,N/A,N/A,486,486,N/A,N/A,N/A,649,649,N/A,N/A,N/A,N/A,N/A,11900,972,N/A,N/A,N/A,N/A,N/A,87.7
244.5,12.5,N/A,244.5,244.5 x 12.5,N/A,N/A,71.5,N/A,244.5,244.5,N/A,12.5,12.5,N/A,N/A,N/A,19.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.768,10.7,6150,6150,N/A,N/A,8.21,8.21,N/A,N/A,503,503,N/A,N/A,N/A,673,673,N/A,N/A,N/A,N/A,N/A,12300,1010,N/A,N/A,N/A,N/A,N/A,91.1
244.5,16.0,N/A,244.5,244.5 x 16.0,N/A,N/A,90.2,N/A,244.5,244.5,N/A,16.0,16.0,N/A,N/A,N/A,15.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.768,8.51,7530,7530,N/A,N/A,8.10,8.10,N/A,N/A,616,616,N/A,N/A,N/A,837,837,N/A,N/A,N/A,N/A,N/A,15100,1230,N/A,N/A,N/A,N/A,N/A,115
273.0,4.0,N/A,273.0,273.0 x 4.0,N/A,N/A,26.5,N/A,273.0,273.0,N/A,4.0,4.0,N/A,N/A,N/A,68.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,32.4,3060,3060,N/A,N/A,9.51,9.51,N/A,N/A,224,224,N/A,N/A,N/A,289,289,N/A,N/A,N/A,N/A,N/A,6120,448,N/A,N/A,N/A,N/A,N/A,33.8
273.0,4.5,N/A,273.0,273.0 x 4.5,N/A,N/A,29.8,N/A,273.0,273.0,N/A,4.5,4.5,N/A,N/A,N/A,60.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,28.8,3420,3420,N/A,N/A,9.49,9.49,N/A,N/A,251,251,N/A,N/A,N/A,324,324,N/A,N/A,N/A,N/A,N/A,6840,501,N/A,N/A,N/A,N/A,N/A,38.0
273.0,5.0,N/A,273.0,273.0 x 5.0,N/A,N/A,33.0,N/A,273.0,273.0,N/A,5.0,5.0,N/A,N/A,N/A,54.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,26.0,3780,3780,N/A,N/A,9.48,9.48,N/A,N/A,277,277,N/A,N/A,N/A,359,359,N/A,N/A,N/A,N/A,N/A,7560,554,N/A,N/A,N/A,N/A,N/A,42.1
273.0,6.0,N/A,273.0,273.0 x 6.0,N/A,N/A,39.5,N/A,273.0,273.0,N/A,6.0,6.0,N/A,N/A,N/A,45.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,21.7,4490,4490,N/A,N/A,9.44,9.44,N/A,N/A,329,329,N/A,N/A,N/A,428,428,N/A,N/A,N/A,N/A,N/A,8970,657,N/A,N/A,N/A,N/A,N/A,50.3
273.0,6.3,N/A,273.0,273.0 x 6.3,N/A,N/A,41.4,N/A,273.0,273.0,N/A,6.3,6.3,N/A,N/A,N/A,43.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,20.7,4700,4700,N/A,N/A,9.43,9.43,N/A,N/A,344,344,N/A,N/A,N/A,448,448,N/A,N/A,N/A,N/A,N/A,9390,688,N/A,N/A,N/A,N/A,N/A,52.8
273.0,8.0,N/A,273.0,273.0 x 8.0,N/A,N/A,52.3,N/A,273.0,273.0,N/A,8.0,8.0,N/A,N/A,N/A,34.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,16.4,5850,5850,N/A,N/A,9.37,9.37,N/A,N/A,429,429,N/A,N/A,N/A,562,562,N/A,N/A,N/A,N/A,N/A,11700,857,N/A,N/A,N/A,N/A,N/A,66.6
273.0,10.0,N/A,273.0,273.0 x 10.0,N/A,N/A,64.9,N/A,273.0,273.0,N/A,10.0,10.0,N/A,N/A,N/A,27.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,13.2,7150,7150,N/A,N/A,9.31,9.31,N/A,N/A,524,524,N/A,N/A,N/A,692,692,N/A,N/A,N/A,N/A,N/A,14300,1050,N/A,N/A,N/A,N/A,N/A,82.6
273.0,12.0,N/A,273.0,273.0 x 12.0,N/A,N/A,77.2,N/A,273.0,273.0,N/A,12.0,12.0,N/A,N/A,N/A,22.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,11.1,8400,8400,N/A,N/A,9.24,9.24,N/A,N/A,615,615,N/A,N/A,N/A,818,818,N/A,N/A,N/A,N/A,N/A,16800,1230,N/A,N/A,N/A,N/A,N/A,98.4
273.0,12.5,N/A,273.0,273.0 x 12.5,N/A,N/A,80.3,N/A,273.0,273.0,N/A,12.5,12.5,N/A,N/A,N/A,21.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,10.7,8700,8700,N/A,N/A,9.22,9.22,N/A,N/A,637,637,N/A,N/A,N/A,849,849,N/A,N/A,N/A,N/A,N/A,17400,1270,N/A,N/A,N/A,N/A,N/A,102
273.0,16.0,N/A,273.0,273.0 x 16.0,N/A,N/A,101,N/A,273.0,273.0,N/A,16.0,16.0,N/A,N/A,N/A,17.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.858,8.50,10700,10700,N/A,N/A,9.10,9.10,N/A,N/A,784,784,N/A,N/A,N/A,1060,1060,N/A,N/A,N/A,N/A,N/A,21400,1570,N/A,N/A,N/A,N/A,N/A,129
323.9,5.0,N/A,323.9,323.9 x 5.0,N/A,N/A,39.3,N/A,323.9,323.9,N/A,5.0,5.0,N/A,N/A,N/A,64.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,26.0,6370,6370,N/A,N/A,11.3,11.3,N/A,N/A,393,393,N/A,N/A,N/A,509,509,N/A,N/A,N/A,N/A,N/A,12700,787,N/A,N/A,N/A,N/A,N/A,50.1
323.9,6.0,N/A,323.9,323.9 x 6.0,N/A,N/A,47.0,N/A,323.9,323.9,N/A,6.0,6.0,N/A,N/A,N/A,54.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,21.7,7570,7570,N/A,N/A,11.2,11.2,N/A,N/A,468,468,N/A,N/A,N/A,606,606,N/A,N/A,N/A,N/A,N/A,15100,935,N/A,N/A,N/A,N/A,N/A,59.9
323.9,6.3,N/A,323.9,323.9 x 6.3,N/A,N/A,49.3,N/A,323.9,323.9,N/A,6.3,6.3,N/A,N/A,N/A,51.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,20.7,7930,7930,N/A,N/A,11.2,11.2,N/A,N/A,490,490,N/A,N/A,N/A,636,636,N/A,N/A,N/A,N/A,N/A,15900,979,N/A,N/A,N/A,N/A,N/A,62.9
323.9,8.0,N/A,323.9,323.9 x 8.0,N/A,N/A,62.3,N/A,323.9,323.9,N/A,8.0,8.0,N/A,N/A,N/A,40.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,16.4,9910,9910,N/A,N/A,11.2,11.2,N/A,N/A,612,612,N/A,N/A,N/A,799,799,N/A,N/A,N/A,N/A,N/A,19800,1220,N/A,N/A,N/A,N/A,N/A,79.4
323.9,10.0,N/A,323.9,323.9 x 10.0,N/A,N/A,77.4,N/A,323.9,323.9,N/A,10.0,10.0,N/A,N/A,N/A,32.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,13.2,12200,12200,N/A,N/A,11.1,11.1,N/A,N/A,751,751,N/A,N/A,N/A,986,986,N/A,N/A,N/A,N/A,N/A,24300,1500,N/A,N/A,N/A,N/A,N/A,98.6
323.9,12.0,N/A,323.9,323.9 x 12.0,N/A,N/A,92.3,N/A,323.9,323.9,N/A,12.0,12.0,N/A,N/A,N/A,27.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,11.1,14300,14300,N/A,N/A,11.0,11.0,N/A,N/A,884,884,N/A,N/A,N/A,1170,1170,N/A,N/A,N/A,N/A,N/A,28600,1770,N/A,N/A,N/A,N/A,N/A,118
323.9,12.5,N/A,323.9,323.9 x 12.5,N/A,N/A,96.0,N/A,323.9,323.9,N/A,12.5,12.5,N/A,N/A,N/A,25.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,10.6,14800,14800,N/A,N/A,11.0,11.0,N/A,N/A,917,917,N/A,N/A,N/A,1210,1210,N/A,N/A,N/A,N/A,N/A,29700,1830,N/A,N/A,N/A,N/A,N/A,122
323.9,16.0,N/A,323.9,323.9 x 16.0,N/A,N/A,121,N/A,323.9,323.9,N/A,16.0,16.0,N/A,N/A,N/A,20.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,8.43,18400,18400,N/A,N/A,10.9,10.9,N/A,N/A,1140,1140,N/A,N/A,N/A,1520,1520,N/A,N/A,N/A,N/A,N/A,36800,2270,N/A,N/A,N/A,N/A,N/A,155
355.6,5.0,N/A,355.6,355.6 x 5.0,N/A,N/A,43.2,N/A,355.6,355.6,N/A,5.0,5.0,N/A,N/A,N/A,71.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12,25.9,8460,8460,N/A,N/A,12.4,12.4,N/A,N/A,476,476,N/A,N/A,N/A,615,615,N/A,N/A,N/A,N/A,N/A,16900,952,N/A,N/A,N/A,N/A,N/A,55.1
355.6,6.0,N/A,355.6,355.6 x 6.0,N/A,N/A,51.7,N/A,355.6,355.6,N/A,6.0,6.0,N/A,N/A,N/A,59.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12,21.7,10100,10100,N/A,N/A,12.4,12.4,N/A,N/A,566,566,N/A,N/A,N/A,733,733,N/A,N/A,N/A,N/A,N/A,20100,1130,N/A,N/A,N/A,N/A,N/A,65.9
355.6,6.3,N/A,355.6,355.6 x 6.3,N/A,N/A,54.3,N/A,355.6,355.6,N/A,6.3,6.3,N/A,N/A,N/A,56.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12,20.6,10500,10500,N/A,N/A,12.4,12.4,N/A,N/A,593,593,N/A,N/A,N/A,769,769,N/A,N/A,N/A,N/A,N/A,21100,1190,N/A,N/A,N/A,N/A,N/A,69.1
355.6,8.0,N/A,355.6,355.6 x 8.0,N/A,N/A,68.6,N/A,355.6,355.6,N/A,8.0,8.0,N/A,N/A,N/A,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12,16.3,13200,13200,N/A,N/A,12.3,12.3,N/A,N/A,742,742,N/A,N/A,N/A,967,967,N/A,N/A,N/A,N/A,N/A,26400,1480,N/A,N/A,N/A,N/A,N/A,87.4
355.6,10.0,N/A,355.6,355.6 x 10.0,N/A,N/A,85.2,N/A,355.6,355.6,N/A,10.0,10.0,N/A,N/A,N/A,35.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12,13.1,16200,16200,N/A,N/A,12.2,12.2,N/A,N/A,912,912,N/A,N/A,N/A,1200,1200,N/A,N/A,N/A,N/A,N/A,32400,1820,N/A,N/A,N/A,N/A,N/A,109
355.6,12.0,N/A,355.6,355.6 x 12.0,N/A,N/A,102,N/A,355.6,355.6,N/A,12.0,12.0,N/A,N/A,N/A,29.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12,11.0,19100,19100,N/A,N/A,12.2,12.2,N/A,N/A,1080,1080,N/A,N/A,N/A,1420,1420,N/A,N/A,N/A,N/A,N/A,38300,2150,N/A,N/A,N/A,N/A,N/A,130
355.6,12.5,N/A,355.6,355.6 x 12.5,N/A,N/A,106,N/A,355.6,355.6,N/A,12.5,12.5,N/A,N/A,N/A,28.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12,10.6,19900,19900,N/A,N/A,12.1,12.1,N/A,N/A,1120,1120,N/A,N/A,N/A,1470,1470,N/A,N/A,N/A,N/A,N/A,39700,2230,N/A,N/A,N/A,N/A,N/A,135
355.6,16.0,N/A,355.6,355.6 x 16.0,N/A,N/A,134,N/A,355.6,355.6,N/A,16.0,16.0,N/A,N/A,N/A,22.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12,8.36,24700,24700,N/A,N/A,12.0,12.0,N/A,N/A,1390,1390,N/A,N/A,N/A,1850,1850,N/A,N/A,N/A,N/A,N/A,49300,2770,N/A,N/A,N/A,N/A,N/A,171
406.4,6.0,N/A,406.4,406.4 x 6.0,N/A,N/A,59.2,N/A,406.4,406.4,N/A,6.0,6.0,N/A,N/A,N/A,67.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.28,21.6,15100,15100,N/A,N/A,14.2,14.2,N/A,N/A,745,745,N/A,N/A,N/A,962,962,N/A,N/A,N/A,N/A,N/A,30300,1490,N/A,N/A,N/A,N/A,N/A,75.5
406.4,6.3,N/A,406.4,406.4 x 6.3,N/A,N/A,62.2,N/A,406.4,406.4,N/A,6.3,6.3,N/A,N/A,N/A,64.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.28,20.6,15800,15800,N/A,N/A,14.1,14.1,N/A,N/A,780,780,N/A,N/A,N/A,1010,1010,N/A,N/A,N/A,N/A,N/A,31700,1560,N/A,N/A,N/A,N/A,N/A,79.2
406.4,8.0,N/A,406.4,406.4 x 8.0,N/A,N/A,78.6,N/A,406.4,406.4,N/A,8.0,8.0,N/A,N/A,N/A,50.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.28,16.3,19900,19900,N/A,N/A,14.1,14.1,N/A,N/A,978,978,N/A,N/A,N/A,1270,1270,N/A,N/A,N/A,N/A,N/A,39700,1960,N/A,N/A,N/A,N/A,N/A,100
406.4,10.0,N/A,406.4,406.4 x 10.0,N/A,N/A,97.8,N/A,406.4,406.4,N/A,10.0,10.0,N/A,N/A,N/A,40.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.28,13.1,24500,24500,N/A,N/A,14.0,14.0,N/A,N/A,1200,1200,N/A,N/A,N/A,1570,1570,N/A,N/A,N/A,N/A,N/A,49000,2410,N/A,N/A,N/A,N/A,N/A,125
406.4,12.0,N/A,406.4,406.4 x 12.0,N/A,N/A,117,N/A,406.4,406.4,N/A,12.0,12.0,N/A,N/A,N/A,33.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.28,10.9,28900,28900,N/A,N/A,14.0,14.0,N/A,N/A,1420,1420,N/A,N/A,N/A,1870,1870,N/A,N/A,N/A,N/A,N/A,57900,2850,N/A,N/A,N/A,N/A,N/A,149
406.4,12.5,N/A,406.4,406.4 x 12.5,N/A,N/A,121,N/A,406.4,406.4,N/A,12.5,12.5,N/A,N/A,N/A,32.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.28,10.6,30000,30000,N/A,N/A,13.9,13.9,N/A,N/A,1480,1480,N/A,N/A,N/A,1940,1940,N/A,N/A,N/A,N/A,N/A,60100,2960,N/A,N/A,N/A,N/A,N/A,155
406.4,16.0,N/A,406.4,406.4 x 16.0,N/A,N/A,154,N/A,406.4,406.4,N/A,16.0,16.0,N/A,N/A,N/A,25.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.28,8.31,37400,37400,N/A,N/A,13.8,13.8,N/A,N/A,1840,1840,N/A,N/A,N/A,2440,2440,N/A,N/A,N/A,N/A,N/A,74900,3690,N/A,N/A,N/A,N/A,N/A,196
457.0,6.0,N/A,457.0,457.0 x 6.0,N/A,N/A,66.7,N/A,457.0,457.0,N/A,6.0,6.0,N/A,N/A,N/A,76.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44,21.6,21600,21600,N/A,N/A,15.9,15.9,N/A,N/A,946,946,N/A,N/A,N/A,1220,1220,N/A,N/A,N/A,N/A,N/A,43200,1890,N/A,N/A,N/A,N/A,N/A,85.0
457.0,6.3,N/A,457.0,457.0 x 6.3,N/A,N/A,70.0,N/A,457.0,457.0,N/A,6.3,6.3,N/A,N/A,N/A,72.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44,20.6,22700,22700,N/A,N/A,15.9,15.9,N/A,N/A,991,991,N/A,N/A,N/A,1280,1280,N/A,N/A,N/A,N/A,N/A,45300,1980,N/A,N/A,N/A,N/A,N/A,89.2
457.0,8.0,N/A,457.0,457.0 x 8.0,N/A,N/A,88.6,N/A,457.0,457.0,N/A,8.0,8.0,N/A,N/A,N/A,57.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44,16.3,28400,28400,N/A,N/A,15.9,15.9,N/A,N/A,1240,1240,N/A,N/A,N/A,1610,1610,N/A,N/A,N/A,N/A,N/A,56900,2490,N/A,N/A,N/A,N/A,N/A,113
457.0,10.0,N/A,457.0,457.0 x 10.0,N/A,N/A,110,N/A,457.0,457.0,N/A,10.0,10.0,N/A,N/A,N/A,45.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44,13.1,35100,35100,N/A,N/A,15.8,15.8,N/A,N/A,1540,1540,N/A,N/A,N/A,2000,2000,N/A,N/A,N/A,N/A,N/A,70200,3070,N/A,N/A,N/A,N/A,N/A,140
457.0,12.0,N/A,457.0,457.0 x 12.0,N/A,N/A,132,N/A,457.0,457.0,N/A,12.0,12.0,N/A,N/A,N/A,38.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44,10.9,41600,41600,N/A,N/A,15.7,15.7,N/A,N/A,1820,1820,N/A,N/A,N/A,2380,2380,N/A,N/A,N/A,N/A,N/A,83100,3640,N/A,N/A,N/A,N/A,N/A,168
457.0,12.5,N/A,457.0,457.0 x 12.5,N/A,N/A,137,N/A,457.0,457.0,N/A,12.5,12.5,N/A,N/A,N/A,36.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44,10.5,43100,43100,N/A,N/A,15.7,15.7,N/A,N/A,1890,1890,N/A,N/A,N/A,2470,2470,N/A,N/A,N/A,N/A,N/A,86300,3780,N/A,N/A,N/A,N/A,N/A,175
457.0,16.0,N/A,457.0,457.0 x 16.0,N/A,N/A,174,N/A,457.0,457.0,N/A,16.0,16.0,N/A,N/A,N/A,28.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44,8.28,54000,54000,N/A,N/A,15.6,15.6,N/A,N/A,2360,2360,N/A,N/A,N/A,3110,3110,N/A,N/A,N/A,N/A,N/A,108000,4720,N/A,N/A,N/A,N/A,N/A,222
508.0,6.0,N/A,508.0,508.0 x 6.0,N/A,N/A,74.3,N/A,508.0,508.0,N/A,6.0,6.0,N/A,N/A,N/A,84.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.60,21.5,29800,29800,N/A,N/A,17.7,17.7,N/A,N/A,1170,1170,N/A,N/A,N/A,1510,1510,N/A,N/A,N/A,N/A,N/A,59600,2350,N/A,N/A,N/A,N/A,N/A,94.6
508.0,6.3,N/A,508.0,508.0 x 6.3,N/A,N/A,77.9,N/A,508.0,508.0,N/A,6.3,6.3,N/A,N/A,N/A,80.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.60,20.5,31200,31200,N/A,N/A,17.7,17.7,N/A,N/A,1230,1230,N/A,N/A,N/A,1590,1590,N/A,N/A,N/A,N/A,N/A,62500,2460,N/A,N/A,N/A,N/A,N/A,99.3
508.0,8.0,N/A,508.0,508.0 x 8.0,N/A,N/A,98.6,N/A,508.0,508.0,N/A,8.0,8.0,N/A,N/A,N/A,63.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.60,16.2,39300,39300,N/A,N/A,17.7,17.7,N/A,N/A,1550,1550,N/A,N/A,N/A,2000,2000,N/A,N/A,N/A,N/A,N/A,78600,3090,N/A,N/A,N/A,N/A,N/A,126
508.0,10.0,N/A,508.0,508.0 x 10.0,N/A,N/A,123,N/A,508.0,508.0,N/A,10.0,10.0,N/A,N/A,N/A,50.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.60,13.0,48500,48500,N/A,N/A,17.6,17.6,N/A,N/A,1910,1910,N/A,N/A,N/A,2480,2480,N/A,N/A,N/A,N/A,N/A,97000,3820,N/A,N/A,N/A,N/A,N/A,156
508.0,12.0,N/A,508.0,508.0 x 12.0,N/A,N/A,147,N/A,508.0,508.0,N/A,12.0,12.0,N/A,N/A,N/A,42.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.60,10.9,57500,57500,N/A,N/A,17.5,17.5,N/A,N/A,2260,2260,N/A,N/A,N/A,2950,2950,N/A,N/A,N/A,N/A,N/A,115000,4530,N/A,N/A,N/A,N/A,N/A,187
508.0,12.5,N/A,508.0,508.0 x 12.5,N/A,N/A,153,N/A,508.0,508.0,N/A,12.5,12.5,N/A,N/A,N/A,40.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.60,10.5,59800,59800,N/A,N/A,17.5,17.5,N/A,N/A,2350,2350,N/A,N/A,N/A,3070,3070,N/A,N/A,N/A,N/A,N/A,120000,4700,N/A,N/A,N/A,N/A,N/A,195
508.0,16.0,N/A,508.0,508.0 x 16.0,N/A,N/A,194,N/A,508.0,508.0,N/A,16.0,16.0,N/A,N/A,N/A,31.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.60,8.25,74900,74900,N/A,N/A,17.4,17.4,N/A,N/A,2950,2950,N/A,N/A,N/A,3870,3870,N/A,N/A,N/A,N/A,N/A,150000,5900,N/A,N/A,N/A,N/A,N/A,247
